name,description,url
Iceberg.trade,"Iceberg.trade — One-click private trading, best price, self-custody.",https://ethglobal.com/showcase/iceberg-trade-ffd2p
DarkSwap,"DarkSwap hides order details using zk-proofs. Trade privately, avoid front-running.",https://ethglobal.com/showcase/darkswap-y5rn3
AceSuperSwap,Building a crosshchain resolver on stellar to facilitate ethereum to stellar swaps,https://ethglobal.com/showcase/acesuperswap-xeufn
1sync,"Trustless swaps via 1inch Fusion+, HTLCs, and intent-based cross-chain settlement.",https://ethglobal.com/showcase/1sync-kj0a9
Paynvest,Automated DCA into ETH using Papaya Subscriptions and 1inch Limit Order Protocols,https://ethglobal.com/showcase/paynvest-h22ce
BhavInch,Cross-chain dApp: 1inch-powered EVM swaps + Stellar testnet bridge for instant low-fee remittances.,https://ethglobal.com/showcase/bhavinch-g8yrw
Prompt Fusion Swap,"An AI-powered DeFi terminal to execute swaps via natural language, using multiple 1inch APIs",https://ethglobal.com/showcase/prompt-fusion-swap-unmnd
FEAWS,Production grade DeFi protocol using TWAP + yield-aware orders via 1inch for treasury optimization,https://ethglobal.com/showcase/feaws-ra7s5
Tokamak,"MEV detection platform analyzing transactions for sandwich attacks, arbitrage & trading strategies",https://ethglobal.com/showcase/tokamak-gy2wf
Move United,"1inch fusion+ implementation for Aptos, built with the Move language",https://ethglobal.com/showcase/move-united-t0bvf
WhaleBox Wallet,"Whales go in, unicorns come out—an AI wallet powering customer acquisition with hyperbolic stakes",https://ethglobal.com/showcase/whalebox-wallet-twh4p
Slip-Fi,Slip-Fi: Split large swaps to reduce slippage. Powered by 1inch. Built for mobile.,https://ethglobal.com/showcase/slip-fi-3vpit
DOMEX  PROTOCOL,"Universal DeFi backend enabling DEXs, CEXs, and dApps to settle trades via ZK-verified vaults.",https://ethglobal.com/showcase/domex-protocol-qh6zh
inchbyinch,InchByInch is an onchain protocol that lets users automate laddered trading strategies,https://ethglobal.com/showcase/inchbyinch-r55hh
FusionX-Eth-Cos,Atomic swap between Ethereum and Cosmos Chain with Hashlocks and Timelocks,https://ethglobal.com/showcase/fusionx-eth-cos-mt2x4
TrustFlowproject,"AI‑augmented Layer2 infra for building, verifying & enforcing smart contracts on‑chain.",https://ethglobal.com/showcase/trustflowproject-co5os
Sentinel,AI-powered autonomous wallet security with real-time threat detection and guardian recovery 🛡️🤖,https://ethglobal.com/showcase/sentinel-i4dwy
Blockenthu,Cross-chain DEX aggregator using 1inch APIs for seamless swaps across 10+ blockchains,https://ethglobal.com/showcase/blockenthu-u7iqa
NadFusion,Seamless cross-chain swaps between EVM and Monad powered by 1inch Fusion+,https://ethglobal.com/showcase/nadfusion-ypr2g
fuSUIon,Fusion+ HTLC cross-chain swap extension for bidirectional swaps Sui <=> EVM supporting partial fills,https://ethglobal.com/showcase/fusuion-zj9p0
Danify,"Advanced TWAP, DCA, grid trading & vesting with 1inch LOP – gasless execution & smart automation",https://ethglobal.com/showcase/danify-38wrd
VaultSyncX,VaultSyncX is a cross-chain DeFi and portfolio management platform.,https://ethglobal.com/showcase/vaultsyncx-xqnfb
SuiStrategy,SuiStrategy is a DeFi protocol on Sui for automated yield strategies and cross-chain swaps.,https://ethglobal.com/showcase/suistrategy-6mkw9
FusionFlow,"1inch Fusion+ Cross-chain swap, with bidirectional Ethereum-Polkadot token swap via hashlocks",https://ethglobal.com/showcase/fusionflow-ko53z
YieldFlow,"YieldFlow: Instantly track your DeFi yields on Katana, Unichain & Base",https://ethglobal.com/showcase/yieldflow-tknh9
Redistributor Token,The Redistribution Token is about 100% decentralisation and community-driven motion in tokenomics.,https://ethglobal.com/showcase/redistributor-token-67znd
HedgyAI,Fully agentic and institutional grade portfolio manager for rtail investors,https://ethglobal.com/showcase/hedgyai-knfei
10inch,Expanding 1inch Fusion Plus Swaps to 10 Non-Evm Chains with the partial filling enabled.,https://ethglobal.com/showcase/10inch-cbb9f
1Limit,1Limit is an iOS app to execute 1Inch limit orders on mobile,https://ethglobal.com/showcase/1limit-u2io4
truevalue,This project is investment platform where values flows users <-> creators.,https://ethglobal.com/showcase/truevalue-73qfj
Hackers.Market,Anti-coercion P2P escrow protocol with time-locked smart contracts & emergency stop mechanisms,https://ethglobal.com/showcase/hackers-market-xbjxh
Hashlocked,Trustless EVM ↔ Bitcoin atomic swaps using 1inch battle-tested contracts,https://ethglobal.com/showcase/hashlocked-jwaq6
Hashlocked,Trustless EVM ↔ Bitcoin atomic swaps using 1inch battle-tested contracts,https://ethglobal.com/showcase/hashlocked-jwaq6
PolyMobile,The Tinder-like UX The core prediction market functionality  The Flow EVM platform,https://ethglobal.com/showcase/polymobile-9syby
ZeroPain,"Zero-pain cross-chain account abstraction, using LayerZero & the Boop AA stack.",https://ethglobal.com/showcase/zeropain-kqdj0
Walrus Showcase,Walrus sites portal running on Fluence decentralized compute,https://ethglobal.com/showcase/walrus-showcase-mfv67
AI Sales Army,"A decentralized, incentivized sales network where humans and AI collaborate to find leads",https://ethglobal.com/showcase/ai-sales-army-vv612
TEE Trivia Tower,A game without backend using TEE. This doesn't need a backend.,https://ethglobal.com/showcase/tee-trivia-tower-fw8je
ChainGains,dApp for options arbitrage trading secured by smart contracts.,https://ethglobal.com/showcase/chaingains-4hz9h
eth coin flip,"2 players stake ETH, flip a coin on-chain, winner takes all!",https://ethglobal.com/showcase/eth-coin-flip-87x5k
Sir Antoine,Antoine: god level ETH Global Mentor. Learn from all past submissions to build the future,https://ethglobal.com/showcase/sir-antoine-nr7ea
ZK Weather Insurance,A decentralized weather insurance platform that uses ZK-SNARKs.,https://ethglobal.com/showcase/zk-weather-insurance-w70cc
Globeprice,GlobePrice turns everyday real-world transactions into trusted sources of global price data,https://ethglobal.com/showcase/globeprice-21jeq
Z-memo,"Z-memo: Your real memories, now NFTs on @Zircuit_L2. Share & collect with gas-free ease.",https://ethglobal.com/showcase/z-memo-a0zfx
Dragon Realms,"A fully onchain RPG on Ronin where players mint NFT heroes, complete DeFi quests, and level up.",https://ethglobal.com/showcase/dragon-realms-q0yir
Context Passport,An digital passport for you to own your context across AI apps and for AI agents to know you better,https://ethglobal.com/showcase/context-passport-b2pcx
TruETH Protocol,"Launch an Investigation, anyone can drop evidence, voters tag truth.",https://ethglobal.com/showcase/trueth-protocol-vd1y9
Credura,"Crypto-Backed Buy Now, Pay Later Protocol (Powered by Direct Debit Repayments)",https://ethglobal.com/showcase/credura-rrsv6
Strarifi.xyz,"An Intelligent, autonomous agent for DeFi, optimising yield & liquidity",https://ethglobal.com/showcase/strarifi-xyz-o9kww
Deport The Dip,Telegram bot + mini-app for one-click DeFi copy-trading with delegated wallets using Privy,https://ethglobal.com/showcase/deport-the-dip-ckv5t
Usora,Automated on-chain installment loans with bot-triggered repayments on Flow EVM.,https://ethglobal.com/showcase/usora-er1ib
Ledger Kit,Custom Ledger DMK connector for Next.js dApps (wagmi/RainbowKit).,https://ethglobal.com/showcase/ledger-kit-qp0yy
ContractObituarie,Analyzing smart contracts using contracts obituaries using 0G AI and a cool UI,https://ethglobal.com/showcase/contractobituarie-vf879
Zivo,"Zivo is a virtual crypto credit platform, users borrow on collateral and pay via NFC tap-to-pay.",https://ethglobal.com/showcase/zivo-1opa0
AnInch,AI Agent that shows you realtime balances of the tokens you own,https://ethglobal.com/showcase/aninch-z8kcw
ZeroBlade,"Bet on sports. Never lose your stake. Win rewards, or get your capital back: zero-loss betting.",https://ethglobal.com/showcase/zeroblade-5ye7f
HumanChain,A way to check if content on social networks is ai using blockchain protocol,https://ethglobal.com/showcase/humanchain-wh9am
Ronin Rivals,"A web3 turn-based Samurai battle game on Ronin Blockchain, EVM compatible!",https://ethglobal.com/showcase/ronin-rivals-3iuox
Aledgerly,A Clear Signing assistant that protects users from blind signing and scam transactions.,https://ethglobal.com/showcase/aledgerly-ubdxd
Shoal,Debt issuance through crowdfunding w/ collateralized tokenization of receivables.,https://ethglobal.com/showcase/shoal-8512v
PayBot,"Discord bot for crypto payments with privy integration: send, receive, refill",https://ethglobal.com/showcase/paybot-k5jxr
SessionFlow,Session-based wallet solution combining cold storage security with streamlined transaction workflows,https://ethglobal.com/showcase/sessionflow-t4ok8
FewFans,"Cross-chain actions gated by Self zk proofs, executed via LayerZero dispatch",https://ethglobal.com/showcase/fewfans-stg1z
BillyPay,"Pay your Electricity, Internet and Gas bills from BillyPay the World Miniapp",https://ethglobal.com/showcase/billypay-d4p6x
zKYC,"zKYC: Private, AI-powered KYC with ZK proofs—verify once, reuse anywhere.",https://ethglobal.com/showcase/zkyc-zri0y
zKYC,"zKYC: Private, AI-powered KYC with ZK proofs—verify once, reuse anywhere.",https://ethglobal.com/showcase/zkyc-zri0y
borch.,"Borch. is the easiest way to manage group expenses. Splitwise was yesterday, meet borch.",https://ethglobal.com/showcase/borch-1fa3d
Yap2Win,"Telegram bot leveraging ROFL to store keys, judge, and distribute rewards",https://ethglobal.com/showcase/yap2win-7nuo2
Snitch,"AI-powered on-chain audit scores for smart contracts—trustless, instant, cross-chain.",https://ethglobal.com/showcase/snitch-nr95d
BrainID,"EEG brainwave identity verification with zero-knowledge proofs, unhackable biometrics.",https://ethglobal.com/showcase/brainid-cvgar
PolyBet,"AI powered, privacy enforcing, prediction market smart router",https://ethglobal.com/showcase/polybet-p884n
Defi Valley,"Defi Valley lets you earn in a comfy, familiar farming interface.",https://ethglobal.com/showcase/defi-valley-iwavi
ChromaMind,Guide your brain. Tokenize your journey.. Enjoy the experience.,https://ethglobal.com/showcase/chromamind-4cx83
ShowUp 🤝,"Turn group plans into real meetups with crypto stakes, verified check-ins & shared memories",https://ethglobal.com/showcase/showup-handshake-it6vr
Easy Flow,The project combines a modern user interface with an AI agent to enable users to do DeFi actions,https://ethglobal.com/showcase/easy-flow-rd18r
wagmi Ledger connect,Add Ledger wallet to wagmi connector to allow integration with more developer tools,https://ethglobal.com/showcase/wagmi-ledger-connect-tobn2
walrusTee,Trusted Rust compiler that uploads encrypted projects to Walrus storage,https://ethglobal.com/showcase/walrustee-ug3rc
Cosmiq,"AI platform to build full-stack Web3 apps from prompts, in-browser with Flow and graph intelligence.",https://ethglobal.com/showcase/cosmiq-fb3e8
PredictMeBro,"A decentralized, real-time sentiment prediction market made for everyone.",https://ethglobal.com/showcase/predictmebro-n224p
Fusionad,We tried our best but alas we have only used the sdk extensively,https://ethglobal.com/showcase/fusionad-9mkcw
King of the Flow,"A competitive king-of-the-hill-style bidding game on Flow EVM, burning staked liquidity.",https://ethglobal.com/showcase/king-of-the-flow-t8mpg
PrivyCycle,"Decentralized period tracker with user-owned data, private sharing, and AI-driven insights.",https://ethglobal.com/showcase/privycycle-anndr
MIRA,"MIRA is rebuilding financial access for women in crisis—without documents, gas, or exposure.",https://ethglobal.com/showcase/mira-tw2d2
Birds Arn't Real,"Inside Job is a prediction market for past events, conspiracy theories,  and ancient technologies",https://ethglobal.com/showcase/birds-arn-t-real-a663v
GitVault,Defend your code from censorship and boost your on-chain developer reputation with ENS and Walrus!,https://ethglobal.com/showcase/gitvault-zau5m
LinguaChain,"Learn English, earn tokens, and mint soulbound NFT certificates — all on-chain.",https://ethglobal.com/showcase/linguachain-5w2v6
Warriors AI-rena,WarriorsAI-rena is a groundbreaking blockchain-based battle arena,https://ethglobal.com/showcase/warriors-ai-rena-f1owp
Volta_Loan,Black-Scholes powered DeFi lending: 12.5% APR + automatic put option protection,https://ethglobal.com/showcase/volta-loan-5r4re
walrus-sync,A CLI tool for uploading one or multiple files to Walrus and resume uploads that are incomplete.,https://ethglobal.com/showcase/walrus-sync-10v78
HyPortal,Trade Hyperliquid perps from any chain using cross-chain USDC and a seamless UI,https://ethglobal.com/showcase/hyportal-wvgnk
DevDeploy,"Deploy frontend & backend on-chain in minutes, costless, with seamless testing and iteration.",https://ethglobal.com/showcase/devdeploy-jap4d
Contx.eth,"The context layer of Ethereum, turning an X / Twitter profile into an AI identity in 30 seconds",https://ethglobal.com/showcase/contx-eth-jip87
aZ,"Zero-knowledge-backed matchmaking, powered by a purpose-built AI agent.",https://ethglobal.com/showcase/az-v89oa
le-ultracivic,"Buy and retire the legal rights for US and EU polluters to emit a ton of CO2, and earn crypto.",https://ethglobal.com/showcase/le-ultracivic-pyn5t
👀Proov!,Fotos & Videos with Built-in Truth: Tamper-proof media with ZK verifiable origins and authenticity.,https://ethglobal.com/showcase/eyes-proov-at10u
ToolMarket,"Markeplace for building reputation over AI agents, and futher reputation over used agents",https://ethglobal.com/showcase/toolmarket-0ewyj
AstroFi,"A Web3 astrology platform where predictions earn, reputations matter, and charts go on-chain",https://ethglobal.com/showcase/astrofi-383f8
ZKAge Proof Mobile,"ZK Age Proof Mobile: Verify your age, without revealing any personal information.",https://ethglobal.com/showcase/zkage-proof-mobile-2yroo
ZKAge Proof Mobile,"ZK Age Proof Mobile: Verify your age, without revealing any personal information.",https://ethglobal.com/showcase/zkage-proof-mobile-2yroo
SwappaTEE,A Fusion+ powered cross-chain swap between any EVM-supported chain and XRP Ledger,https://ethglobal.com/showcase/swappatee-j0ovm
WorldCanvas,Claim your pixel. Shape the Canvas. Verified humans can place a pixel every 5 minutes,https://ethglobal.com/showcase/worldcanvas-xsx4e
SNARKs On A Card,"Intriguing, yet ultimately unsuccessful, attempts to fit Groth16 into a Secure Element.",https://ethglobal.com/showcase/snarks-on-a-card-0bnv8
Helpify,"Individuals create donation campaigns, sponsors add incentivization, proof of donation is stored.",https://ethglobal.com/showcase/helpify-zhc85
TheEmptyWorldOfCode,"""In the beginning, there was nothing. Then I pushed to main."" Welcome to TheMeptyWorldOfCode,",https://ethglobal.com/showcase/theemptyworldofcode-1b3m6
LifeSignal,Securely pass your secrets to heirs with a fully decentralized solution after death.,https://ethglobal.com/showcase/lifesignal-niysp
IntentFi,AI agent converting natural language to automated cross-chain DeFi strategies via Chainlink & Flow.,https://ethglobal.com/showcase/intentfi-96de5
LendyHand,An idea for a tool on Zircuit to facilitate loans with crowdsourced collateral.,https://ethglobal.com/showcase/lendyhand-3um1e
TopUp junkie,"A top-up service using USDC, allowing users to montior their services on-chain.",https://ethglobal.com/showcase/topup-junkie-qe658
DefiSalmon,Ranged LP positions with built-in leverage and hedging capabilities,https://ethglobal.com/showcase/defisalmon-nvaty
Curve League,A platform to propose performance based bonds on footballers representing belief in player's success,https://ethglobal.com/showcase/curve-league-ox0r3
ProofOfParticipation,Prove you were in Cannes for the event with your mobile and mint a NFT,https://ethglobal.com/showcase/proofofparticipation-xca0a
Soham Number 5,WorldID Human Verified Hiring Platform on WorldChain using Walrus and HardHat,https://ethglobal.com/showcase/soham-number-5-8v2r2
Edging,A real-time news & social intelligence platform for traders to get a competitive edge.,https://ethglobal.com/showcase/edging-9xfpb
ERC7730 JSON builder,A tool that makes it easy to generate an ERC-7730 JSON file from a smart contract.,https://ethglobal.com/showcase/erc7730-json-builder-e3510
WorldConnect,WorldConnect: Secure social platform with World ID biometric verification & QR friend codes,https://ethglobal.com/showcase/worldconnect-h66hg
proof of learning,A decentralized learning credential system that gives users NFT-based certificates.,https://ethglobal.com/showcase/proof-of-learning-49igu
MoirPro,Minimal Flutter template for Sepolia on-chain verification via Mopro & Noir.,https://ethglobal.com/showcase/moirpro-e347p
X-Lend,"Borrow cross-chain with tokenized stock puts as collateral. No liquidation, just repay on time.",https://ethglobal.com/showcase/x-lend-u8b2g
onepot,Onepot is a community savings app inspired by chit funds. Pool money and take larger payouts!,https://ethglobal.com/showcase/onepot-qykfi
Romi,"Romi is a simple, secure crypto wallet integrating multiple chains and tokens into a pair (Tok/Cha)",https://ethglobal.com/showcase/romi-kwa9t
Revix - ZK ❤️ 7702,Restore access to wallet using combination of EIP-7702 and passport proofs,https://ethglobal.com/showcase/revix-zk-heart-7702-16c57
TratoHecho_P2P,"Hybrid P2P market for Latam: Sell onchain, buy with fiat offchain with trustless settlement",https://ethglobal.com/showcase/tratohecho-p2p-ar7dw
rating_app_world,Decentralized IPFS content and rating app using Worldcoin for verified user participation.,https://ethglobal.com/showcase/rating-app-world-eaj9z
Zirconium,Composable Proof System for Composable ZK & Decentralized MultiAgent Coordination,https://ethglobal.com/showcase/zirconium-3632e
Async Nakamoto,An AI-AGENT research assistant that proactively finds opportunities in DeFI,https://ethglobal.com/showcase/async-nakamoto-zzgew
ChipIn,ChipIn is a socialfi project which allows people to pool together funds to buy a token together,https://ethglobal.com/showcase/chipin-jq1pz
Smart Hedging,Decentralized platform to exercise PUT options allowing users to hedge against price drops,https://ethglobal.com/showcase/smart-hedging-mav2q
Hypermaps,Publicly Collaborative Correlationally Iterative Optionally Private LLM Organizational Environments,https://ethglobal.com/showcase/hypermaps-02r44
Verified Human,Verify real human BTC and EVM addresses using World ID and SECP256k1 signatures,https://ethglobal.com/showcase/verified-human-bcero
Safe Salary,Web3 Treasury & Payroll Management - ZK Privacy on employee information,https://ethglobal.com/showcase/safe-salary-dujy1
Carrot,Carrot is a SocialFi dApp that transforms ad budgets into real rewards for real people.,https://ethglobal.com/showcase/carrot-nff42
Carrot,Carrot is a SocialFi dApp that transforms ad budgets into real rewards for real people.,https://ethglobal.com/showcase/carrot-nff42
RWALink,RWAlink: Crosschain RWA on ERC-7943 with unified compliance & seamless UX,https://ethglobal.com/showcase/rwalink-4nyfv
PostHub,A content-sharing app with crypto rewards and on-chain proof built in,https://ethglobal.com/showcase/posthub-sjka6
Substream,Get paid to your Substream ENS and receive the tokens straight into your Intmax private wallet,https://ethglobal.com/showcase/substream-msjk1
TrueCast,"Decentralized AI news platform where truth is verified by code, community votes, and whistleblowers.",https://ethglobal.com/showcase/truecast-v7nu4
PaintWars,PaintWars is a collaborative and competitive canvas for anyone to draw and fight together onchain.,https://ethglobal.com/showcase/paintwars-9724g
Blockchess,Real-time cross-chain chess game where players vote on moves with USDC stakes and earn rewards,https://ethglobal.com/showcase/blockchess-f6p31
ProofOfFunds,Mobile app that generates ZK proofs of crypto balances without revealing exact amounts,https://ethglobal.com/showcase/proofoffunds-zczod
Pace Club,Turn “let’s run” into real miles. Meet IRL. Earn points. Repeat.,https://ethglobal.com/showcase/pace-club-b6fn6
RollPay,Private payroll platform powered by INTMAX privacy & Zircuit EIP-7702 integration,https://ethglobal.com/showcase/rollpay-3jb6g
verifyfans,"Talk to flirty AI companions in your browser. Adult-only, age-gated, and feels like real chat.",https://ethglobal.com/showcase/verifyfans-syek1
LedgerFlow,Improved Ledger TX signing UX with multi-chain explorer support and doc feedback,https://ethglobal.com/showcase/ledgerflow-wsxrx
Make Cat Fat & Save,Bridge your leftover tokens from other L2s to Zircuit to a savings vault,https://ethglobal.com/showcase/make-cat-fat-and-save-nbzqj
WorldAgent.ID,Agent.ID links agents to verified humans so they can act and complete tasks on their behalf.,https://ethglobal.com/showcase/worldagent-id-bpczi
StakeDriven,Polls for crowdfunding new product or feature development from community,https://ethglobal.com/showcase/stakedriven-cu7xk
Onchain Computation,A library allowing to do arbitrary onchain execution in read calls,https://ethglobal.com/showcase/onchain-computation-38sqd
eTherapy Mini App,eTherapy: Mental Health Therapy for Humans by Humans on the WorldCoin App,https://ethglobal.com/showcase/etherapy-mini-app-n6ovd
Bulb.Social,The Bulb project is a decentralized social platform using modern distributed technologies.,https://ethglobal.com/showcase/bulb-social-hrwsj
Hot Potato,"Receive an airdrop, don't hold it for too long. On-chain Hot Potato, to make people socialize more.",https://ethglobal.com/showcase/hot-potato-5bwn2
Tykn,Virtual business card bot on top of Telegram - making networking easier,https://ethglobal.com/showcase/tykn-6e8c8
Proof or Dare,"Mini app built for World App, designed to build onchain reputation using real wallet activity.",https://ethglobal.com/showcase/proof-or-dare-q2qre
AI-DAO-President,An AI president for your DAO—proposes and executes based on its own beliefs. You just vote.,https://ethglobal.com/showcase/ai-dao-president-bm0ib
FairBnb,FairBnb is an app that lets verified hosts list their property with zkProofs of their ownership.,https://ethglobal.com/showcase/fairbnb-g4oe4
SigmaVault,Modern DeFi vault interface for Euler Protocol with real-time analytics and positions management.,https://ethglobal.com/showcase/sigmavault-y5msg
Greenini,Carbon emissions is an urgent concern today. Greenini plans to incentivize reducing emissions.,https://ethglobal.com/showcase/greenini-j407y
obsidian-kg-plugin,An Obsidian plugin that integrates your notes with The Graph's Knowledge Graph using GRC-20 protocol,https://ethglobal.com/showcase/obsidian-kg-plugin-52yp2
BreedProof,"Mobile-native ZK-powered breed registry with TheGraph, Circom, and Mopro",https://ethglobal.com/showcase/breedproof-fu7db
AssetSphere,"AI managed, cross-chain RWA evaluator that uses real estate API's to provide real time evaluations",https://ethglobal.com/showcase/assetsphere-0xcfo
MirrorMind,"Clone yourself as an AI agent that think like you. Verified by digital identity, powered by uAgents.",https://ethglobal.com/showcase/mirrormind-jm29f
Yield GPT,AI-generated DeFi strategies with one-click execution on Mantle.,https://ethglobal.com/showcase/yield-gpt-2bqut
Chainwalkers,A cross-chain survival game where players from other chains help you survive and win—together.,https://ethglobal.com/showcase/chainwalkers-ffvj3
AIR,AIR is an AI-powered chatbot that helps you optimise your wetware.,https://ethglobal.com/showcase/air-n5w3t
circles_subgraph,Circles V2 Subgraph + Path Explorer to visualize and understand trust-based flows on Circles Network,https://ethglobal.com/showcase/circles-subgraph-kr3cx
circles_subgraph,Circles V2 Subgraph + Path Explorer to visualize and understand trust-based flows on Circles Network,https://ethglobal.com/showcase/circles-subgraph-kr3cx
Monumint,Flow's blockchain NFT project for minting & discovering monument NFTs with interactive maps.,https://ethglobal.com/showcase/monumint-e9bwu
Waltube,WalTube: Decentralized video streaming platform with Web3 wallet integration and Tusky storage,https://ethglobal.com/showcase/waltube-vsojp
Tylo,"The Social Reputation Layer for Blockchain dApps, SocialFi Scoring Standard",https://ethglobal.com/showcase/tylo-500pm
TriggVest,Automated cross-chain crypto trading triggered by real-world events.,https://ethglobal.com/showcase/triggvest-fucy3
Framino,Framino provides seamless Payment by leveraging Circle Paymaster in Camino journey.,https://ethglobal.com/showcase/framino-yt9by
La Kroisette,La Kroisette: Omnichain dispute resolution for Kleros's optimistic oracle using LayerZero v2.,https://ethglobal.com/showcase/la-kroisette-beoph
Zircuit Prolog Preex,Proposed Prolog interpreter for Zircuit pre-execution for improved security and efficiency,https://ethglobal.com/showcase/zircuit-prolog-preex-wuwjk
LinkMonster,LinkMonster is a mobile social game that blends NFC technology and blockchain,https://ethglobal.com/showcase/linkmonster-wo8yy
Luxbridge AI,"AI-powered universal RWA liquidity layer - seamlessly trade wine, art & real estate across platforms",https://ethglobal.com/showcase/luxbridge-ai-h6zuh
Coin Flip,"web-based coinflip gambling app, needs to be 18+ to enter with self",https://ethglobal.com/showcase/coin-flip-8z8p6
Builder Coins,A decentralized index fund that invests in the most promising builders in the Web3 ecosystem.,https://ethglobal.com/showcase/builder-coins-ifd48
Livus,"Own your health data, compete in challenges with real metrics from Oura and Whoop, and earn rewards",https://ethglobal.com/showcase/livus-9y0k8
PrivacyLinks,A privacy-by-default browser wallet that leverages PrivacyPools for no-effort private Web3 browsing.,https://ethglobal.com/showcase/privacylinks-y30gr
Backtest Agent,"Fetch.ai uAgents & The Graph drive Uniswap backtester: DataAgent fetches events, Backtester tests",https://ethglobal.com/showcase/backtest-agent-272z0
Creator Score,"A reputation score for creators based on onchain impact, not followers.",https://ethglobal.com/showcase/creator-score-6wwsv
NexusFund,Donate stablecoin usdc to crowdfunding projects from whatever source chain you want!,https://ethglobal.com/showcase/nexusfund-fk8ve
Coach Clone Agent,Coach Clone AI: Coaches launch AI clones to scale support and track client growth easily,https://ethglobal.com/showcase/coach-clone-agent-0wf61
Snapthentic,"Snaptenthic lets anyone prove photos are real humans using World ID. Snap, verify, earn.",https://ethglobal.com/showcase/snapthentic-s6qfi
Tap & Flow,Unlock your Flow Wallet with a single tap of your phone - no app needed.,https://ethglobal.com/showcase/tap-and-flow-xbt01
Deal or Not,Deal or Not recreates the speculative game popularized on an American TV show fully on-chain,https://ethglobal.com/showcase/deal-or-not-02njt
XO-Ember,Swarm-based AI agent marketplace where orchestrators build workflows like websites or DeFi,https://ethglobal.com/showcase/xo-ember-2gmb7
Dynamica,Perpetual market for predicting future distributions of arbitrary continuous variables.,https://ethglobal.com/showcase/dynamica-nvc5w
StreamBeam ENS,Reward active STREAMBEAM users with free third-level ENS domains,https://ethglobal.com/showcase/streambeam-ens-g37v8
Walcache,"WCDN - Walrus Content Delivery NetworkOne Line Code, Multi-Chain CDN",https://ethglobal.com/showcase/walcache-7wx9p
CryptoFightClub,"Turn-based NFT fighting game on Hedera: mint fighters, stake HBAR, battle NPCs, win rewards!",https://ethglobal.com/showcase/cryptofightclub-2p49r
Race Around Town,Race around the city against the clock! Utilizing Flares FDC feature and GPS data,https://ethglobal.com/showcase/race-around-town-w3bgo
Funding rate arb.,Funding rate arbitrage with  hedging on 1inch limit order protocol and Hyperliquid for shorts,https://ethglobal.com/showcase/funding-rate-arb-vuh0s
prism_orders,"Automated DCA, TWAP & Grid trading via 1inch Limit Order Book API, smart & gas-optimized.",https://ethglobal.com/showcase/prism-orders-pzs2r
Meta Lending Vault,Meta-Vaults are curated ERC-4626 vaults to simplify and optimize DeFi yield strategies.,https://ethglobal.com/showcase/meta-lending-vault-60wwu
WorldCoins,"WorldCoins: One-person, one-claim memecoin on World Chain. Pay 1 WLD → get 100 WLC.",https://ethglobal.com/showcase/worldcoins-zqyya
BetterBoxd,"Sovereign film ratings on Hypergraph—bias-corrected, private, and verifiable.",https://ethglobal.com/showcase/betterboxd-v3zn5
That's ok-AI folks!,A template repository to set up automated AI training machines using fluence and walrus,https://ethglobal.com/showcase/thats-ok-ai-folks-7hrm7
That's ok-AI folks!,A template repository to set up automated AI training machines using fluence and walrus,https://ethglobal.com/showcase/thats-ok-ai-folks-7hrm7
Omini index fund,LayerZero-powered Omnichain index fund - seamless portfolio sync across all chains,https://ethglobal.com/showcase/omini-index-fund-5zyxo
Turtles On Chain,"Turtles On Chain is interoperable, cross-chain trading vault built using the LayerZero protocol.",https://ethglobal.com/showcase/turtles-on-chain-jn4x2
BetFi,Betting plateform that allows users to bet on the total yield generated by multiple DeFi positions,https://ethglobal.com/showcase/betfi-0a4i7
ClearSign DeFi,ERC-7730 files for 13 DeFi protocols - making smart contract transactions readable 🔍,https://ethglobal.com/showcase/clearsign-defi-79y1k
Clipdoki,Clipdoki is a Chrome extension that acts as your AI mentor guide.,https://ethglobal.com/showcase/clipdoki-6u36q
MeowPay,MeowPay is a decentralized payroll platform that lets employers pre-fund salaries,https://ethglobal.com/showcase/meowpay-5rmtq
WiseFrens,"Split expenses with friends using Web3 - no gas fees, just passkey login",https://ethglobal.com/showcase/wisefrens-0mqvf
PayMee Web3,"The easiest way to pay non Web3 people across chains — secure, seamless, multichain.",https://ethglobal.com/showcase/paymee-web3-266nv
Ask World,"Human voice based feedback through world mini app, validated with AI, and stored in Walrus.",https://ethglobal.com/showcase/ask-world-0007e
Zenny,"Earn passive returns on stablecoins without losing custody. Activate zen-mode, earn pennies.",https://ethglobal.com/showcase/zenny-ynkim
Greenthumb,AI gardening assistant with USDC tipping - making plant care accessible through Web3 💚,https://ethglobal.com/showcase/greenthumb-45kp8
GeoGacha,GeoGacha is a Web3-powered exploration app that turns the real world into a loot map.,https://ethglobal.com/showcase/geogacha-ab6dq
BeamPay,"Seamless eip-7702 payment system with a wallet, supports three chains and multichain, and eip draft",https://ethglobal.com/showcase/beampay-of4bx
selfcare,verified data inside a permissionless federated learning infrastructure,https://ethglobal.com/showcase/selfcare-5kc6c
Mosaic3,Mosaic is a decentralized AI marketplace with blockchain-secured access and creator monetization.,https://ethglobal.com/showcase/mosaic3-zsazi
Augmi,Platform for creating AI Influencers and monetizing their content on World App.,https://ethglobal.com/showcase/augmi-aie89
Hackaverse,An interactive experience to learn more about web3 in a fun way,https://ethglobal.com/showcase/hackaverse-qgzcc
