name,description,url
walrus-s3-gateway,"A high-performance, S3-compatible API gateway for the Walrus decentralized storage network.",https://ethglobal.com/showcase/walrus-s3-gateway-b3oy2
BackupBuddy,"The first zero-friction, social seed recovery tool for mass crypto adoption, simple but secure.",https://ethglobal.com/showcase/backupbuddy-atchp
RealPnl,An app that enables crypto influencers to prove their actual pnl,https://ethglobal.com/showcase/realpnl-w3a59
NFTShield.AI,An intelligent AI-powered analyzer that protects users from fraudulent NFT projects,https://ethglobal.com/showcase/nftshield-ai-7tbvp
bidet,"""Tag""-like game where people infect other people scanning NFC wristbands with ZK proofs",https://ethglobal.com/showcase/bidet-gdvtq
CrossPay,"CrossPay enables gasless, native cross-chain USDC payments, enabling seamless spending",https://ethglobal.com/showcase/crosspay-32iy6
WalrusSDK for iOS,iWalrusSDK is an iOS SDK for interacting with Walrus decentralised storage service in iOS,https://ethglobal.com/showcase/walrussdk-for-ios-8q7fw
n3XUS,"Unlocking true Web3 automation for everyone. Connect, build and deploy, no code required.",https://ethglobal.com/showcase/n3xus-pu35s
RuleSelf,Use Self to apply transfer restriction on token representing financial instrument (e.g stocks),https://ethglobal.com/showcase/ruleself-qguos
DripDrop,"Café loyalty platform: earn ingredient tokens, craft pixel-art NFTs via recipes, redeem free coffee",https://ethglobal.com/showcase/dripdrop-dfexz
TrustworthyTransfers,Buy tokens with Wise by creating a proof of the receipt on Flare Data Connnector,https://ethglobal.com/showcase/trustworthytransfers-fi42b
Nudge,"Nudge helps first-time investors automate crypto with DCA, alerts, and smart portfolio tools.",https://ethglobal.com/showcase/nudge-t6db2
Questy,"Make money taking photos, surveys, or verifying facts (or source sybil resistant data)",https://ethglobal.com/showcase/questy-02sdd
Predicta,Decentralized prediction platform with XP rewards and real-time leaderboard voting system,https://ethglobal.com/showcase/predicta-bi6s7
BrainTrade,Tokenized AI experts marketplace where each expert has their own ERC-20 token for consultations,https://ethglobal.com/showcase/braintrade-4qe1v
BrainTrade,Tokenized AI experts marketplace where each expert has their own ERC-20 token for consultations,https://ethglobal.com/showcase/braintrade-4qe1v
InfraLink,"Decentralized machine access via smart contracts, wallets, and on-chain payments.",https://ethglobal.com/showcase/infralink-tdnr5
Pooleth,AI-powered crypto CFO that manages your DeFi portfolio through natural voice conversations,https://ethglobal.com/showcase/pooleth-kvrfx
AInfluencer,Autonomous on-chain AI-Influencer that writes and uploads YouTube including subscribers' wishes,https://ethglobal.com/showcase/ainfluencer-moreg
Kill_AI,Verifiable AI Agent Management Protocol: Safety tool as a verifiable kill switch for AI agents,https://ethglobal.com/showcase/kill-ai-xnwm7
Ascend,"Ascend lets verified humans claim your assets—private, automated, and cross-chain.",https://ethglobal.com/showcase/ascent-znje7
Guess the Number,Write a number to guess half the mean of the number written by the others!,https://ethglobal.com/showcase/guess-the-number-d9910
LibertyBet,"Decentralized local prediction markets for global and niche events, powered by hybrid oracles.",https://ethglobal.com/showcase/libertybet-adct4
AnyAuth,Permission Management on Hypergraph with Self & ENS Integration,https://ethglobal.com/showcase/anyauth-re0dq
GasGenius,"GasGenie: AI-driven gas fee forecasts, 1inch multi-route cost simulation, and cross-chain execution.",https://ethglobal.com/showcase/gasgenius-q6nf6
minipay,Instant exchange on/offramp using state channels and a hub-and-spoke model.,https://ethglobal.com/showcase/minipay-pcmy7
ViralTrust,ViralTrust rewards referrals with swappable points and tracks growth transparently on-chain.,https://ethglobal.com/showcase/viraltrust-9wfzb
Open Training Data P,The Open Training Data Protocol will set your training data free.,https://ethglobal.com/showcase/open-training-data-p-0phjs
swagme,SwagMe: Next-gen lead collection for events. QR codes + Web3 + social verification,https://ethglobal.com/showcase/swagme-hf9xb
TruEphirE,Infrastructure to bridge data feeds from other providers onto Oasis Sapphire using TEE.,https://ethglobal.com/showcase/truephire-b2efa
Carmen Sandiego,Welcome to the Web3 version of the classic Carmen Sandiego detective game!,https://ethglobal.com/showcase/carmen-sandiego-f0emh
Payce,"Send USDC to anyone, anywhere, just with their phone number. Cash out directly with Apple Pay.",https://ethglobal.com/showcase/payce-4mwm8
GhostPayroll,"A payroll system built on the Intmax, enabling fully encrypted payments using USDC",https://ethglobal.com/showcase/ghostpayroll-mx2uy
⚡ Bodo,Turn your fitness activities into charitable donations. Run and get paid per km for it!,https://ethglobal.com/showcase/zap-bodo-rbwnr
Cross-Chain Swap,🔁 Cross-chain ETH→Sui escrow swap via LayerZero V2 and custom EVM + Move smart contracts,https://ethglobal.com/showcase/cross-chain-swap-336de
SygmaOne,On-chain parametric insurance for DeFi transactions using LayerZero.,https://ethglobal.com/showcase/sygmaone-mgjbv
livestakes,"Betting platform creating parallel prize pools for hackathons. Winners earn more, bettors profit.",https://ethglobal.com/showcase/livestakes-sn1wb
TEELeaves,"TEELeaves lets you run verifiable and private prediction markets, using TEEs",https://ethglobal.com/showcase/teeleaves-5vydv
ENDOORS,Open Doors to an new world where networking rhymes with actual connection,https://ethglobal.com/showcase/endoors-p96st
NYAnCAT,NYAnCAT: The cutest and sharpest AI personal banking cat that brings you low-risk returns,https://ethglobal.com/showcase/nyancat-p11d3
Emberrr,Emberrr.xyz connects early-stage Web3 builders with vetted experts to accelerate their development,https://ethglobal.com/showcase/emberrr-josz2
Marathon Message,Stablecoin payments for digital messages shown to NYC marathon racers,https://ethglobal.com/showcase/marathon-message-63zah
MobiScale,Cryptographic Photo-Identity Verification using Apple's Secure Enclave and RISC-0 ZK Proofs.,https://ethglobal.com/showcase/mobiscale-n9vj6
Galerie,"Buy and trade shares of real-world artworks onchain—accessible, instant, and fully transparent.",https://ethglobal.com/showcase/galerie-p8mdn
Clear Signing Studio,"An intelligent toolkit for creating, validating, and managing ERC-7730 clear signing metadata",https://ethglobal.com/showcase/clear-signing-studio-6hs1z
DAOversity,Create and manage human-verified DAOs with custom governance rules via World App,https://ethglobal.com/showcase/daoversity-nzvoe
FluxPool,"Social trading for crypto: follow top traders, copy trades, earn XP, and compete anywhere, anytime.",https://ethglobal.com/showcase/fluxpool-vsboi
CCTUP,"Cross-chain management platform for indexing, replaying, and managing blockchain transactions",https://ethglobal.com/showcase/cctup-cp7sa
CCTUP,"Cross-chain management platform for indexing, replaying, and managing blockchain transactions",https://ethglobal.com/showcase/cctup-cp7sa
Oeuvre,We democratise ownership and governance of physical cultural assets,https://ethglobal.com/showcase/oeuvre-c3no0
LatticeFold+,Experimental Implementation of LatticeFold+ written in Rust.,https://ethglobal.com/showcase/latticefold-kzzsp
WeMeetAI,Web3 people struggle to recall contacts and follow up on chats — WeMeetAI will make sure you dont,https://ethglobal.com/showcase/wemeetai-m3yxb
ERC-7730 AI Builder,"Hackathon project improving Ledger’s clear signing builder with AI, schema import, and UX fixes.",https://ethglobal.com/showcase/erc-7730-ai-builder-2g5dd
World Attendee,World Events is a mini app that lets users view upcoming Web3 events around the globe.,https://ethglobal.com/showcase/world-attendee-472zf
Prove Me Wrong,"Tag ProveMeWrong on X. Bet YES/NO in-tweet; AI resolves, contract pays",https://ethglobal.com/showcase/prove-me-wrong-2j4ks
Enclimate,A weather insurance protocol that automatically settled with TEE.,https://ethglobal.com/showcase/enclimate-ixdef
Sick Bastard,Get conversations with getting better and sickness verified from real doctor for less pricing.,https://ethglobal.com/showcase/sick-bastard-gv12p
SPRK,SPRK is a Zircuit-powered NFT Launchpad for securing early investment in rising influencers.,https://ethglobal.com/showcase/sprk-kyzk3
BioVault,"Trustless, privacy-first health insurance—biometrically gated and decentralized with AI agent claims",https://ethglobal.com/showcase/biovault-wtbd3
YieldGuard,Invest in any yields across the chains and be insured. Take risks and insure people on the safe pool,https://ethglobal.com/showcase/yieldguard-6r2h1
WeatherShield,Decentralized Weather Insurance built on the Flare Blockchain,https://ethglobal.com/showcase/weathershield-ij8b5
Doctor Delta,Doctor Delta is an oracle & delta-neutral strategy for Euler enabling users to earn dual-yield.,https://ethglobal.com/showcase/doctor-delta-cdccv
ClearSigningSlashCmd,Draft an ERC-7730 metadata JSON by simply pasting any contract address,https://ethglobal.com/showcase/clearsigningslashcmd-xoit4
Vibe-it,VibeIt is a real-time event tracker powered by community vibes and live reviews,https://ethglobal.com/showcase/vibe-it-19hc3
ZeroNetAI,ZeronetAI lets anyone train and run their own AI agent locally,https://ethglobal.com/showcase/zeronetai-ss71p
SparkMind,AI tutors for kids built with verifiable data using Zero Gravity,https://ethglobal.com/showcase/sparkmind-hhp9g
PhishStake,🐟🥩 - self-updating phishing antivirus software with crowdsourced phishing zero-days,https://ethglobal.com/showcase/phishstake-g1d7u
Privestate,"AI-powered real estate insights, unlocked through secure compute-to-data and attestations.",https://ethglobal.com/showcase/privestate-0ba3m
deal with me,deal no deal game against AI. You play a game of chance with and against an AI avatar agent.,https://ethglobal.com/showcase/deal-with-me-umke4
Uni-Lend,"Hyper capital efficient lending protocol, built on top of Uniswap hooks!",https://ethglobal.com/showcase/uni-lend-52bej
OpinionMARKET,On-chain Opinion Layer: InfoFi primitive that maps global sentiment in real time,https://ethglobal.com/showcase/opinionmarket-pjrvw
Block Survivor,Block Survivor is a top-down 2D bullet hell survival game based on blockchain development experience,https://ethglobal.com/showcase/block-survivor-iu00k
POAPrivacy,Mint POAPs to stealth addresses. Prove attendance without doxxing your physical location.,https://ethglobal.com/showcase/poaprivacy-ykk5a
ClearSign,All-In-One Clear Signing Portal | Allowing Users To Explore & Create Clear Signing Schemas.,https://ethglobal.com/showcase/clearsign-kiw61
FairLaunch,"Token launchpad with sniper prevention, sybil attack resistance, and fair algorithm distribution",https://ethglobal.com/showcase/fairlaunch-bo9gt
Dr. Gloo,The simplest token aggregator experience yet. Gloo your tokens!,https://ethglobal.com/showcase/dr-gloo-gzzsc
Revoluzion,"Support petitions, drive change, earn $RVZ to launch your own. The Web3 change.org.",https://ethglobal.com/showcase/revoluzion-g5sf1
Exzek,Your Exzek-utive Assistant AI Agent leveraging ZK to ensure the chain-of-trust for your documents.,https://ethglobal.com/showcase/exzek-z2umd
StableRoute,"Stablecoin payment system that tackles compliance, UX, and misrouted funds for global businesses",https://ethglobal.com/showcase/stableroute-p5508
Scribe AI,AI agent / CLI that deploys cross chain DeFi strategies from a single prompt.,https://ethglobal.com/showcase/scribe-ai-etwqr
ProjectFinderAgent,"AI-powered search for ETHGlobal projects with better results, summaries, and links",https://ethglobal.com/showcase/projectfinderagent-9k533
ProjectFinderAgent,"AI-powered search for ETHGlobal projects with better results, summaries, and links",https://ethglobal.com/showcase/projectfinderagent-9k533
Mosaic,"Shielded token built using MPC with garbled circuits for private, secure on-chain transactions",https://ethglobal.com/showcase/mosaic-gjm9f
LOGGERHEAD FINANCE,A consumer app delivering hedge-fund returns by optimizing yields with MCP-powered agentic workflows,https://ethglobal.com/showcase/loggerhead-finance-npoty
Zkipper,"This projects demonstrates role based access control enforced by EIP-7702, PQC admin, and ZK users",https://ethglobal.com/showcase/zkipper-czc3z
Anti Peer-Reviewer,"Blockchain-powered alternative to peer-reviewed journals, eliminating bias",https://ethglobal.com/showcase/anti-peer-reviewer-p3ax6
WRLD Relief,"AI & Blockchain unite to deliver transparent, efficient, and private disaster aid worldwide.",https://ethglobal.com/showcase/wrld-relief-etts1
Hardhat V3 exp,Running an experiment using Hardhat's v3 tooling for testing and deploying,https://ethglobal.com/showcase/hardhat-v3-exp-bbzvx
StableWallet,"Privy social wallet + Flow DeFi + CCTP bridges. Stablecoins for everyone, everywhere.",https://ethglobal.com/showcase/stablewallet-e5p8j
On-chain Drive,On-chain fully encrypted 'Dropbox'-style file-sharing platform,https://ethglobal.com/showcase/on-chain-drive-sympq
RegenReef DeSciAI,"AI platform for coral reef conservation, offering smart insights to support scalable restoration.",https://ethglobal.com/showcase/regenreef-desciai-y3de7
